840	849	122	658	79	128	980	293	382	707	770	242	990	852	710
481	74	854	926	411	626	932	144	337	429	263	480	132	596	898
915	47	970	481	458	377	714	512	906	85	565	719	940	43	329
968	675	996	323	28	239	110	266	476	854	538	18	872	378	705
781	771	753	865	907	773	561	138	674	155	921	316	723	896	821
795	959	15	520	97	231	673	901	517	609	754	768	470	685	681
59	128	504	81	619	293	77	114	894	929	865	311	896	656	625
411	367	537	86	894	15	770	680	736	118	477	445	975	194	120
225	516	522	846	839	650	232	312	759	164	651	114	17	432	372
79	207	157	678	531	177	892	343	762	269	657	10	772	318	628
67	107	990	441	622	395	886	718	528	171	288	517	697	297	963
678	611	143	127	388	370	925	581	850	165	116	876	565	853	84
517	492	853	853	392	513	348	399	29	268	834	532	474	337	15
841	516	89	539	525	97	968	18	998	47	552	546	969	867	949
178	520	829	200	595	428	657	221	513	530	439	787	15	762	8
652	952	273	199	450	697	6	395	609	88	260	836	136	58	529
57	634	599	888	394	690	162	859	640	571	89	498	375	118	401
334	417	539	225	362	227	843	699	14	827	426	75	549	938	284
691	779	584	565	539	475	240	98	699	220	553	695	523	859	484
513	690	949	822	233	490	936	811	965	926	343	49	653	598	825
945	728	92	191	86	42	575	53	545	266	583	494	585	389	678
861	493	107	880	438	538	872	344	450	246	445	377	64	987	597
156	187	867	247	354	348	609	178	982	330	326	424	698	316	489
245	136	118	379	442	686	291	102	752	277	390	499	61	477	930
120	125	656	699	558	788	899	325	35	861	619	146	155	366	277
646	964	494	637	898	409	558	223	443	75	590	235	643	956	335
750	516	13	920	490	282	480	142	684	816	850	352	192	948	653
640	653	605	445	746	612	584	393	384	335	993	610	133	574	326
750	860	744	691	360	360	27	63	450	867	441	681	797	72	514
72	570	784	335	179	616	667	681	239	976	759	492	877	855	761
222	574	487	422	988	960	840	575	638	341	371	578	961	549	674
308	416	564	726	184	987	268	707	421	358	453	547	775	196	652
235	636	615	576	517	62	684	524	192	861	21	823	431	333	921
987	507	469	587	157	309	418	357	747	345	157	690	42	663	736
375	974	65	772	653	520	608	398	559	422	183	977	21	696	304
264	561	278	56	729	141	705	792	74	721	684	270	837	152	444
449	859	569	994	263	943	719	411	422	914	354	101	828	999	892
666	702	730	136	863	610	716	366	37	351	373	974	425	383	318
931	31	604	42	976	22	985	966	159	211	726	37	469	883	680
720	862	301	222	852	450	969	411	128	953	667	125	403	336	160
562	700	219	770	157	218	612	145	953	782	769	569	13	701	948
692	637	76	338	619	26	796	874	145	585	225	299	107	193	977
503	160	779	641	931	370	815	508	373	246	102	930	742	481	21
838	853	945	60	806	230	672	398	570	989	876	265	797	573	348
698	11	486	286	26	579	437	241	921	566	586	882	301	323	260
547	149	50	776	826	533	84	680	634	954	83	751	417	900	632
494	317	283	860	351	351	41	686	865	51	923	705	500	232	490
608	701	804	310	161	149	280	196	9	950	514	138	718	452	204
466	350	669	452	562	695	256	584	29	14	366	733	594	988	524
75	16	98	784	21	839	45	730	845	176	614	64	328	407	606
242	193	833	23	271	402	349	494	996	478	153	770	14	541	791
523	81	998	195	697	823	176	470	751	211	507	355	89	548	460
970	857	726	923	642	798	547	42	662	624	784	758	684	110	716
719	277	712	837	848	61	494	327	316	818	870	169	451	428	782
791	97	213	410	102	612	948	513	2	327	33	713	827	775	637
73	393	996	922	466	281	408	134	71	808	442	400	374	131	809
712	981	702	16	173	842	614	579	904	280	446	588	777	204	998
38	826	552	29	790	121	15	297	939	458	509	478	787	686	782
603	151	373	878	827	647	139	699	468	909	970	313	495	169	657
815	12	751	758	314	812	387	49	558	796	597	629	273	548	785
318	214	649	462	754	844	917	614	695	478	227	4	769	601	649
263	167	409	585	944	976	86	711	983	132	702	658	457	53	634
583	135	2	410	322	308	170	462	767	678	324	508	832	943	273
283	64	888	350	231	717	586	589	115	81	626	473	965	739	152
354	263	12	179	545	791	330	67	483	402	804	996	982	153	898
515	518	663	479	212	515	218	284	772	418	369	951	245	495	632
603	330	697	972	361	965	612	791	612	556
